"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","EMPINDUS","MFG","THND_PER","Q","2001-Q4",578.0415,
"GRC","EMPINDUS","MFG","THND_PER","Q","2002-Q1",576.2443,
"GRC","EMPINDUS","MFG","THND_PER","Q","2002-Q2",578.7947,
"GRC","EMPINDUS","MFG","THND_PER","Q","2002-Q3",579.6006,
"GRC","EMPINDUS","MFG","THND_PER","Q","2002-Q4",576.4603,
"GRC","EMPINDUS","MFG","THND_PER","Q","2003-Q1",572.8156,
"GRC","EMPINDUS","MFG","THND_PER","Q","2003-Q2",565.7501,
"GRC","EMPINDUS","MFG","THND_PER","Q","2003-Q3",565.4253,
"GRC","EMPINDUS","MFG","THND_PER","Q","2003-Q4",564.009,
"GRC","EMPINDUS","MFG","THND_PER","Q","2004-Q1",558.1681,
"GRC","EMPINDUS","MFG","THND_PER","Q","2004-Q2",566.4393,
"GRC","EMPINDUS","MFG","THND_PER","Q","2004-Q3",564.834,
"GRC","EMPINDUS","MFG","THND_PER","Q","2004-Q4",563.7585,
"GRC","EMPINDUS","MFG","THND_PER","Q","2005-Q1",569.0464,
"GRC","EMPINDUS","MFG","THND_PER","Q","2005-Q2",560.2775,
"GRC","EMPINDUS","MFG","THND_PER","Q","2005-Q3",558.5949,
"GRC","EMPINDUS","MFG","THND_PER","Q","2005-Q4",557.4812,
"GRC","EMPINDUS","MFG","THND_PER","Q","2006-Q1",556.6266,
"GRC","EMPINDUS","MFG","THND_PER","Q","2006-Q2",562.5494,
"GRC","EMPINDUS","MFG","THND_PER","Q","2006-Q3",563.1208,
"GRC","EMPINDUS","MFG","THND_PER","Q","2006-Q4",564.1032,
"GRC","EMPINDUS","MFG","THND_PER","Q","2007-Q1",563.7336,
"GRC","EMPINDUS","MFG","THND_PER","Q","2007-Q2",560.8488,
"GRC","EMPINDUS","MFG","THND_PER","Q","2007-Q3",560.0691,
"GRC","EMPINDUS","MFG","THND_PER","Q","2007-Q4",557.5485,
"GRC","EMPINDUS","MFG","THND_PER","Q","2008-Q1",549.3983,
"GRC","EMPINDUS","MFG","THND_PER","Q","2008-Q2",546.9315,
"GRC","EMPINDUS","MFG","THND_PER","Q","2008-Q3",544.3201,
"GRC","EMPINDUS","MFG","THND_PER","Q","2008-Q4",539.4501,
"GRC","EMPINDUS","MFG","THND_PER","Q","2009-Q1",536.054,
"GRC","EMPINDUS","MFG","THND_PER","Q","2009-Q2",523.3545,
"GRC","EMPINDUS","MFG","THND_PER","Q","2009-Q3",515.6114,
"GRC","EMPINDUS","MFG","THND_PER","Q","2009-Q4",500.1801,
"GRC","EMPINDUS","MFG","THND_PER","Q","2010-Q1",485.7717,
"GRC","EMPINDUS","MFG","THND_PER","Q","2010-Q2",479.9162,
"GRC","EMPINDUS","MFG","THND_PER","Q","2010-Q3",459.8862,
"GRC","EMPINDUS","MFG","THND_PER","Q","2010-Q4",447.5259,
"GRC","EMPINDUS","MFG","THND_PER","Q","2011-Q1",435.0323,
"GRC","EMPINDUS","MFG","THND_PER","Q","2011-Q2",414.5819,
"GRC","EMPINDUS","MFG","THND_PER","Q","2011-Q3",405.7592,
"GRC","EMPINDUS","MFG","THND_PER","Q","2011-Q4",383.4267,
"GRC","EMPINDUS","MFG","THND_PER","Q","2012-Q1",368.3438,
"GRC","EMPINDUS","MFG","THND_PER","Q","2012-Q2",354.3323,
"GRC","EMPINDUS","MFG","THND_PER","Q","2012-Q3",344.1302,
"GRC","EMPINDUS","MFG","THND_PER","Q","2012-Q4",338.8937,
"GRC","EMPINDUS","MFG","THND_PER","Q","2013-Q1",330.6602,
"GRC","EMPINDUS","MFG","THND_PER","Q","2013-Q2",326.7401,
"GRC","EMPINDUS","MFG","THND_PER","Q","2013-Q3",323.0375,
"GRC","EMPINDUS","MFG","THND_PER","Q","2013-Q4",318.4622,
"GRC","EMPINDUS","MFG","THND_PER","Q","2014-Q1",315.6583,
"GRC","EMPINDUS","MFG","THND_PER","Q","2014-Q2",316.218,
"GRC","EMPINDUS","MFG","THND_PER","Q","2014-Q3",313.6892,
"GRC","EMPINDUS","MFG","THND_PER","Q","2014-Q4",320.2345,
"GRC","EMPINDUS","MFG","THND_PER","Q","2015-Q1",327.5177,
"GRC","EMPINDUS","MFG","THND_PER","Q","2015-Q2",331.2772,
"GRC","EMPINDUS","MFG","THND_PER","Q","2015-Q3",340.2349,
"GRC","EMPINDUS","MFG","THND_PER","Q","2015-Q4",338.9702,
"GRC","EMPINDUS","MFG","THND_PER","Q","2016-Q1",342.1028,
"GRC","EMPINDUS","MFG","THND_PER","Q","2016-Q2",347.8181,
"GRC","EMPINDUS","MFG","THND_PER","Q","2016-Q3",350.5645,
"GRC","EMPINDUS","MFG","THND_PER","Q","2016-Q4",350.2145,
"GRC","EMPINDUS","MFG","THND_PER","Q","2017-Q1",354.2721,
"GRC","EMPINDUS","MFG","THND_PER","Q","2017-Q2",358.0048,
"GRC","EMPINDUS","MFG","THND_PER","Q","2017-Q3",359.092,
"GRC","EMPINDUS","MFG","THND_PER","Q","2017-Q4",361.5312,
"GRC","EMPINDUS","MFG","THND_PER","Q","2018-Q1",356.6882,
"GRC","EMPINDUS","MFG","THND_PER","Q","2018-Q2",356.8936,
"GRC","EMPINDUS","MFG","THND_PER","Q","2018-Q3",358.7099,
"GRC","EMPINDUS","MFG","THND_PER","Q","2018-Q4",358.8083,
"GRC","EMPINDUS","MFG","THND_PER","Q","2019-Q1",366.024,
"GRC","EMPINDUS","MFG","THND_PER","Q","2019-Q2",376.0575,
"GRC","EMPINDUS","MFG","THND_PER","Q","2019-Q3",382.8241,
"HUN","EMPINDUS","MFG","THND_PER","Q","1998-Q2",920.6978,
"HUN","EMPINDUS","MFG","THND_PER","Q","1998-Q3",926.2247,
"HUN","EMPINDUS","MFG","THND_PER","Q","1998-Q4",932.7085,
"HUN","EMPINDUS","MFG","THND_PER","Q","1999-Q1",938.0954,
"HUN","EMPINDUS","MFG","THND_PER","Q","1999-Q2",937.2938,
"HUN","EMPINDUS","MFG","THND_PER","Q","1999-Q3",930.3878,
"HUN","EMPINDUS","MFG","THND_PER","Q","1999-Q4",927.5231,
"HUN","EMPINDUS","MFG","THND_PER","Q","2000-Q1",925.8015,
"HUN","EMPINDUS","MFG","THND_PER","Q","2000-Q2",926.7639,
"HUN","EMPINDUS","MFG","THND_PER","Q","2000-Q3",930.9708,
"HUN","EMPINDUS","MFG","THND_PER","Q","2000-Q4",946.0638,
"HUN","EMPINDUS","MFG","THND_PER","Q","2001-Q1",951.4824,
"HUN","EMPINDUS","MFG","THND_PER","Q","2001-Q2",962.4651,
"HUN","EMPINDUS","MFG","THND_PER","Q","2001-Q3",973.1042,
"HUN","EMPINDUS","MFG","THND_PER","Q","2001-Q4",968.0483,
"HUN","EMPINDUS","MFG","THND_PER","Q","2002-Q1",975.0124,
"HUN","EMPINDUS","MFG","THND_PER","Q","2002-Q2",967.8098,
"HUN","EMPINDUS","MFG","THND_PER","Q","2002-Q3",957.9536,
"HUN","EMPINDUS","MFG","THND_PER","Q","2002-Q4",948.5244,
"HUN","EMPINDUS","MFG","THND_PER","Q","2003-Q1",935.2629,
"HUN","EMPINDUS","MFG","THND_PER","Q","2003-Q2",930.3604,
"HUN","EMPINDUS","MFG","THND_PER","Q","2003-Q3",923.9139,
"HUN","EMPINDUS","MFG","THND_PER","Q","2003-Q4",923.3628,
"HUN","EMPINDUS","MFG","THND_PER","Q","2004-Q1",912.7847,
"HUN","EMPINDUS","MFG","THND_PER","Q","2004-Q2",899.7865,
"HUN","EMPINDUS","MFG","THND_PER","Q","2004-Q3",891.3959,
"HUN","EMPINDUS","MFG","THND_PER","Q","2004-Q4",882.4329,
"HUN","EMPINDUS","MFG","THND_PER","Q","2005-Q1",889.4258,
"HUN","EMPINDUS","MFG","THND_PER","Q","2005-Q2",872.1841,
"HUN","EMPINDUS","MFG","THND_PER","Q","2005-Q3",864.6357,
"HUN","EMPINDUS","MFG","THND_PER","Q","2005-Q4",864.4544,
"HUN","EMPINDUS","MFG","THND_PER","Q","2006-Q1",862.2619,
"HUN","EMPINDUS","MFG","THND_PER","Q","2006-Q2",864.8727,
"HUN","EMPINDUS","MFG","THND_PER","Q","2006-Q3",867.706,
"HUN","EMPINDUS","MFG","THND_PER","Q","2006-Q4",878.5594,
"HUN","EMPINDUS","MFG","THND_PER","Q","2007-Q1",876.235,
"HUN","EMPINDUS","MFG","THND_PER","Q","2007-Q2",883.438,
"HUN","EMPINDUS","MFG","THND_PER","Q","2007-Q3",869.6548,
"HUN","EMPINDUS","MFG","THND_PER","Q","2007-Q4",865.6722,
"HUN","EMPINDUS","MFG","THND_PER","Q","2008-Q1",848.6161,
"HUN","EMPINDUS","MFG","THND_PER","Q","2008-Q2",846.2492,
"HUN","EMPINDUS","MFG","THND_PER","Q","2008-Q3",851.4254,
"HUN","EMPINDUS","MFG","THND_PER","Q","2008-Q4",827.4093,
"HUN","EMPINDUS","MFG","THND_PER","Q","2009-Q1",805.3312,
"HUN","EMPINDUS","MFG","THND_PER","Q","2009-Q2",789.4924,
"HUN","EMPINDUS","MFG","THND_PER","Q","2009-Q3",769.7798,
"HUN","EMPINDUS","MFG","THND_PER","Q","2009-Q4",773.1966,
"HUN","EMPINDUS","MFG","THND_PER","Q","2010-Q1",769.3812,
"HUN","EMPINDUS","MFG","THND_PER","Q","2010-Q2",779.7491,
"HUN","EMPINDUS","MFG","THND_PER","Q","2010-Q3",780.7291,
"HUN","EMPINDUS","MFG","THND_PER","Q","2010-Q4",775.7406,
"HUN","EMPINDUS","MFG","THND_PER","Q","2011-Q1",791.0905,
"HUN","EMPINDUS","MFG","THND_PER","Q","2011-Q2",800.2445,
"HUN","EMPINDUS","MFG","THND_PER","Q","2011-Q3",806.5151,
"HUN","EMPINDUS","MFG","THND_PER","Q","2011-Q4",797.9498,
"HUN","EMPINDUS","MFG","THND_PER","Q","2012-Q1",792.9893,
"HUN","EMPINDUS","MFG","THND_PER","Q","2012-Q2",785.8058,
"HUN","EMPINDUS","MFG","THND_PER","Q","2012-Q3",793.7186,
"HUN","EMPINDUS","MFG","THND_PER","Q","2012-Q4",788.0863,
"HUN","EMPINDUS","MFG","THND_PER","Q","2013-Q1",791.2158,
"HUN","EMPINDUS","MFG","THND_PER","Q","2013-Q2",803.0861,
"HUN","EMPINDUS","MFG","THND_PER","Q","2013-Q3",822.7173,
"HUN","EMPINDUS","MFG","THND_PER","Q","2013-Q4",847.4809,
"HUN","EMPINDUS","MFG","THND_PER","Q","2014-Q1",868.6478,
"HUN","EMPINDUS","MFG","THND_PER","Q","2014-Q2",887.7919,
"HUN","EMPINDUS","MFG","THND_PER","Q","2014-Q3",893.3823,
"HUN","EMPINDUS","MFG","THND_PER","Q","2014-Q4",892.8781,
"HUN","EMPINDUS","MFG","THND_PER","Q","2015-Q1",895.1093,
"HUN","EMPINDUS","MFG","THND_PER","Q","2015-Q2",897.6906,
"HUN","EMPINDUS","MFG","THND_PER","Q","2015-Q3",900.1294,
"HUN","EMPINDUS","MFG","THND_PER","Q","2015-Q4",913.2708,
"HUN","EMPINDUS","MFG","THND_PER","Q","2016-Q1",923.2175,
"HUN","EMPINDUS","MFG","THND_PER","Q","2016-Q2",929.3372,
"HUN","EMPINDUS","MFG","THND_PER","Q","2016-Q3",955.5483,
"HUN","EMPINDUS","MFG","THND_PER","Q","2016-Q4",965.897,
"HUN","EMPINDUS","MFG","THND_PER","Q","2017-Q1",982.7083,
"HUN","EMPINDUS","MFG","THND_PER","Q","2017-Q2",992.6536,
"HUN","EMPINDUS","MFG","THND_PER","Q","2017-Q3",991.8751,
"HUN","EMPINDUS","MFG","THND_PER","Q","2017-Q4",995.863,
"HUN","EMPINDUS","MFG","THND_PER","Q","2018-Q1",1002.769,
"HUN","EMPINDUS","MFG","THND_PER","Q","2018-Q2",1000.699,
"HUN","EMPINDUS","MFG","THND_PER","Q","2018-Q3",1005.94,
"HUN","EMPINDUS","MFG","THND_PER","Q","2018-Q4",1012.392,
"HUN","EMPINDUS","MFG","THND_PER","Q","2019-Q1",1007.494,
"HUN","EMPINDUS","MFG","THND_PER","Q","2019-Q2",1003.462,
"HUN","EMPINDUS","MFG","THND_PER","Q","2019-Q3",992.4755,
"ISL","EMPINDUS","MFG","THND_PER","Q","2003-Q1",21.71607,
"ISL","EMPINDUS","MFG","THND_PER","Q","2003-Q2",20.70475,
"ISL","EMPINDUS","MFG","THND_PER","Q","2003-Q3",21.12284,
"ISL","EMPINDUS","MFG","THND_PER","Q","2003-Q4",21.35635,
"ISL","EMPINDUS","MFG","THND_PER","Q","2004-Q1",22.49793,
"ISL","EMPINDUS","MFG","THND_PER","Q","2004-Q2",21.50088,
"ISL","EMPINDUS","MFG","THND_PER","Q","2004-Q3",20.81641,
"ISL","EMPINDUS","MFG","THND_PER","Q","2004-Q4",20.98477,
"ISL","EMPINDUS","MFG","THND_PER","Q","2005-Q1",20.38328,
"ISL","EMPINDUS","MFG","THND_PER","Q","2005-Q2",21.76619,
"ISL","EMPINDUS","MFG","THND_PER","Q","2005-Q3",21.06992,
"ISL","EMPINDUS","MFG","THND_PER","Q","2005-Q4",19.88062,
"ISL","EMPINDUS","MFG","THND_PER","Q","2006-Q1",19.83965,
"ISL","EMPINDUS","MFG","THND_PER","Q","2006-Q2",20.83517,
"ISL","EMPINDUS","MFG","THND_PER","Q","2006-Q3",19.35305,
"ISL","EMPINDUS","MFG","THND_PER","Q","2006-Q4",19.77213,
"ISL","EMPINDUS","MFG","THND_PER","Q","2007-Q1",19.31525,
"ISL","EMPINDUS","MFG","THND_PER","Q","2007-Q2",18.13344,
"ISL","EMPINDUS","MFG","THND_PER","Q","2007-Q3",19.74581,
"ISL","EMPINDUS","MFG","THND_PER","Q","2007-Q4",19.10549,
"ISL","EMPINDUS","MFG","THND_PER","Q","2008-Q1",18.70377,
"ISL","EMPINDUS","MFG","THND_PER","Q","2008-Q2",19.44082,
"ISL","EMPINDUS","MFG","THND_PER","Q","2008-Q3",18.49737,
"ISL","EMPINDUS","MFG","THND_PER","Q","2008-Q4",17.95804,
"ISL","EMPINDUS","MFG","THND_PER","Q","2009-Q1",18.70718,
"ISL","EMPINDUS","MFG","THND_PER","Q","2009-Q2",18.06062,
"ISL","EMPINDUS","MFG","THND_PER","Q","2009-Q3",18.78445,
"ISL","EMPINDUS","MFG","THND_PER","Q","2009-Q4",17.74775,
"ISL","EMPINDUS","MFG","THND_PER","Q","2010-Q1",16.81575,
"ISL","EMPINDUS","MFG","THND_PER","Q","2010-Q2",17.84372,
"ISL","EMPINDUS","MFG","THND_PER","Q","2010-Q3",17.6148,
"ISL","EMPINDUS","MFG","THND_PER","Q","2010-Q4",18.52573,
"ISL","EMPINDUS","MFG","THND_PER","Q","2011-Q1",17.47842,
"ISL","EMPINDUS","MFG","THND_PER","Q","2011-Q2",17.43599,
"ISL","EMPINDUS","MFG","THND_PER","Q","2011-Q3",19.42456,
"ISL","EMPINDUS","MFG","THND_PER","Q","2011-Q4",20.06102,
"ISL","EMPINDUS","MFG","THND_PER","Q","2012-Q1",19.73996,
"ISL","EMPINDUS","MFG","THND_PER","Q","2012-Q2",19.45774,
"ISL","EMPINDUS","MFG","THND_PER","Q","2012-Q3",18.92394,
"ISL","EMPINDUS","MFG","THND_PER","Q","2012-Q4",19.27836,
"ISL","EMPINDUS","MFG","THND_PER","Q","2013-Q1",19.31783,
"ISL","EMPINDUS","MFG","THND_PER","Q","2013-Q2",19.36762,
"ISL","EMPINDUS","MFG","THND_PER","Q","2013-Q3",20.28941,
"ISL","EMPINDUS","MFG","THND_PER","Q","2013-Q4",19.92515,
"ISL","EMPINDUS","MFG","THND_PER","Q","2014-Q1",20.34201,
"ISL","EMPINDUS","MFG","THND_PER","Q","2014-Q2",19.20065,
"ISL","EMPINDUS","MFG","THND_PER","Q","2014-Q3",19.71433,
"ISL","EMPINDUS","MFG","THND_PER","Q","2014-Q4",19.44302,
"ISL","EMPINDUS","MFG","THND_PER","Q","2015-Q1",18.80971,
"ISL","EMPINDUS","MFG","THND_PER","Q","2015-Q2",19.28424,
"ISL","EMPINDUS","MFG","THND_PER","Q","2015-Q3",18.60353,
"ISL","EMPINDUS","MFG","THND_PER","Q","2015-Q4",18.60252,
"ISL","EMPINDUS","MFG","THND_PER","Q","2016-Q1",19.03373,
"ISL","EMPINDUS","MFG","THND_PER","Q","2016-Q2",18.50785,
"ISL","EMPINDUS","MFG","THND_PER","Q","2016-Q3",19.42545,
"ISL","EMPINDUS","MFG","THND_PER","Q","2016-Q4",19.63297,
"ISL","EMPINDUS","MFG","THND_PER","Q","2017-Q1",18.84224,
"ISL","EMPINDUS","MFG","THND_PER","Q","2017-Q2",17.84653,
"ISL","EMPINDUS","MFG","THND_PER","Q","2017-Q3",19.6955,
"ISL","EMPINDUS","MFG","THND_PER","Q","2017-Q4",18.71572,
"ISL","EMPINDUS","MFG","THND_PER","Q","2018-Q1",18.63205,
"ISL","EMPINDUS","MFG","THND_PER","Q","2018-Q2",18.35052,
"ISL","EMPINDUS","MFG","THND_PER","Q","2018-Q3",17.30643,
"ISL","EMPINDUS","MFG","THND_PER","Q","2018-Q4",17.811,
"ISL","EMPINDUS","MFG","THND_PER","Q","2019-Q1",19.17977,
"ISL","EMPINDUS","MFG","THND_PER","Q","2019-Q2",20.14406,
"ISL","EMPINDUS","MFG","THND_PER","Q","2019-Q3",18.37122,
"IRL","EMPINDUS","MFG","THND_PER","Q","1998-Q2",288.0736,
"IRL","EMPINDUS","MFG","THND_PER","Q","1998-Q3",289.5203,
"IRL","EMPINDUS","MFG","THND_PER","Q","1998-Q4",290.9794,
"IRL","EMPINDUS","MFG","THND_PER","Q","1999-Q1",292.4416,
"IRL","EMPINDUS","MFG","THND_PER","Q","1999-Q2",293.8824,
"IRL","EMPINDUS","MFG","THND_PER","Q","1999-Q3",295.0676,
"IRL","EMPINDUS","MFG","THND_PER","Q","1999-Q4",295.1304,
"IRL","EMPINDUS","MFG","THND_PER","Q","2000-Q1",297.0374,
"IRL","EMPINDUS","MFG","THND_PER","Q","2000-Q2",296.8803,
"IRL","EMPINDUS","MFG","THND_PER","Q","2000-Q3",300.6017,
"IRL","EMPINDUS","MFG","THND_PER","Q","2000-Q4",302.8806,
"IRL","EMPINDUS","MFG","THND_PER","Q","2001-Q1",302.4825,
"IRL","EMPINDUS","MFG","THND_PER","Q","2001-Q2",303.9207,
"IRL","EMPINDUS","MFG","THND_PER","Q","2001-Q3",302.1884,
"IRL","EMPINDUS","MFG","THND_PER","Q","2001-Q4",298.0083,
"IRL","EMPINDUS","MFG","THND_PER","Q","2002-Q1",293.8439,
"IRL","EMPINDUS","MFG","THND_PER","Q","2002-Q2",288.2558,
"IRL","EMPINDUS","MFG","THND_PER","Q","2002-Q3",288.8596,
"IRL","EMPINDUS","MFG","THND_PER","Q","2002-Q4",286.6407,
"IRL","EMPINDUS","MFG","THND_PER","Q","2003-Q1",287.1265,
"IRL","EMPINDUS","MFG","THND_PER","Q","2003-Q2",286.9141,
"IRL","EMPINDUS","MFG","THND_PER","Q","2003-Q3",282.8154,
"IRL","EMPINDUS","MFG","THND_PER","Q","2003-Q4",280.544,
"IRL","EMPINDUS","MFG","THND_PER","Q","2004-Q1",280.1648,
"IRL","EMPINDUS","MFG","THND_PER","Q","2004-Q2",280.4873,
"IRL","EMPINDUS","MFG","THND_PER","Q","2004-Q3",280.9555,
"IRL","EMPINDUS","MFG","THND_PER","Q","2004-Q4",280.5924,
"IRL","EMPINDUS","MFG","THND_PER","Q","2005-Q1",276.1769,
"IRL","EMPINDUS","MFG","THND_PER","Q","2005-Q2",272.3928,
"IRL","EMPINDUS","MFG","THND_PER","Q","2005-Q3",269.3489,
"IRL","EMPINDUS","MFG","THND_PER","Q","2005-Q4",266.8813,
"IRL","EMPINDUS","MFG","THND_PER","Q","2006-Q1",267.6201,
"IRL","EMPINDUS","MFG","THND_PER","Q","2006-Q2",269.5261,
"IRL","EMPINDUS","MFG","THND_PER","Q","2006-Q3",270.1146,
"IRL","EMPINDUS","MFG","THND_PER","Q","2006-Q4",272.4392,
"IRL","EMPINDUS","MFG","THND_PER","Q","2007-Q1",273.3362,
"IRL","EMPINDUS","MFG","THND_PER","Q","2007-Q2",271.2049,
"IRL","EMPINDUS","MFG","THND_PER","Q","2007-Q3",273.0146,
"IRL","EMPINDUS","MFG","THND_PER","Q","2007-Q4",270.7442,
"IRL","EMPINDUS","MFG","THND_PER","Q","2008-Q1",269.9423,
"IRL","EMPINDUS","MFG","THND_PER","Q","2008-Q2",269.2548,
"IRL","EMPINDUS","MFG","THND_PER","Q","2008-Q3",265.7403,
"IRL","EMPINDUS","MFG","THND_PER","Q","2008-Q4",255.4625,
"IRL","EMPINDUS","MFG","THND_PER","Q","2009-Q1",246.3381,
"IRL","EMPINDUS","MFG","THND_PER","Q","2009-Q2",237.2839,
"IRL","EMPINDUS","MFG","THND_PER","Q","2009-Q3",226.996,
"IRL","EMPINDUS","MFG","THND_PER","Q","2009-Q4",223.582,
"IRL","EMPINDUS","MFG","THND_PER","Q","2010-Q1",218.8311,
"IRL","EMPINDUS","MFG","THND_PER","Q","2010-Q2",216.0617,
"IRL","EMPINDUS","MFG","THND_PER","Q","2010-Q3",216.6668,
"IRL","EMPINDUS","MFG","THND_PER","Q","2010-Q4",213.3404,
"IRL","EMPINDUS","MFG","THND_PER","Q","2011-Q1",213.8714,
"IRL","EMPINDUS","MFG","THND_PER","Q","2011-Q2",214.0759,
"IRL","EMPINDUS","MFG","THND_PER","Q","2011-Q3",211.4018,
"IRL","EMPINDUS","MFG","THND_PER","Q","2011-Q4",213.3508,
"IRL","EMPINDUS","MFG","THND_PER","Q","2012-Q1",210.2105,
"IRL","EMPINDUS","MFG","THND_PER","Q","2012-Q2",209.2462,
"IRL","EMPINDUS","MFG","THND_PER","Q","2012-Q3",210.0535,
"IRL","EMPINDUS","MFG","THND_PER","Q","2012-Q4",213.0898,
"IRL","EMPINDUS","MFG","THND_PER","Q","2013-Q1",217.1586,
"IRL","EMPINDUS","MFG","THND_PER","Q","2013-Q2",219.3267,
"IRL","EMPINDUS","MFG","THND_PER","Q","2013-Q3",221.7379,
"IRL","EMPINDUS","MFG","THND_PER","Q","2013-Q4",220.5769,
"IRL","EMPINDUS","MFG","THND_PER","Q","2014-Q1",219.1617,
"IRL","EMPINDUS","MFG","THND_PER","Q","2014-Q2",220.0219,
"IRL","EMPINDUS","MFG","THND_PER","Q","2014-Q3",221.945,
"IRL","EMPINDUS","MFG","THND_PER","Q","2014-Q4",226.8714,
"IRL","EMPINDUS","MFG","THND_PER","Q","2015-Q1",230.7906,
"IRL","EMPINDUS","MFG","THND_PER","Q","2015-Q2",232.6321,
"IRL","EMPINDUS","MFG","THND_PER","Q","2015-Q3",235.2406,
"IRL","EMPINDUS","MFG","THND_PER","Q","2015-Q4",238.7367,
"IRL","EMPINDUS","MFG","THND_PER","Q","2016-Q1",241.6924,
"IRL","EMPINDUS","MFG","THND_PER","Q","2016-Q2",248.6888,
"IRL","EMPINDUS","MFG","THND_PER","Q","2016-Q3",252.0215,
"IRL","EMPINDUS","MFG","THND_PER","Q","2016-Q4",251.6974,
"IRL","EMPINDUS","MFG","THND_PER","Q","2017-Q1",253.5975,
"IRL","EMPINDUS","MFG","THND_PER","Q","2017-Q2",251.521,
"IRL","EMPINDUS","MFG","THND_PER","Q","2017-Q3",251.6922,
"IRL","EMPINDUS","MFG","THND_PER","Q","2017-Q4",250.7893,
"IRL","EMPINDUS","MFG","THND_PER","Q","2018-Q1",248.5914,
"IRL","EMPINDUS","MFG","THND_PER","Q","2018-Q2",248.9543,
"IRL","EMPINDUS","MFG","THND_PER","Q","2018-Q3",248.9443,
"IRL","EMPINDUS","MFG","THND_PER","Q","2018-Q4",250.1099,
"IRL","EMPINDUS","MFG","THND_PER","Q","2019-Q1",253.013,
"IRL","EMPINDUS","MFG","THND_PER","Q","2019-Q2",252.0999,
"IRL","EMPINDUS","MFG","THND_PER","Q","2019-Q3",256.2119,
"IRL","EMPINDUS","MFG","THND_PER","Q","2019-Q4",255.7753,
"ITA","EMPINDUS","MFG","THND_PER","Q","1998-Q1",4901.165,
"ITA","EMPINDUS","MFG","THND_PER","Q","1998-Q2",4916.722,
"ITA","EMPINDUS","MFG","THND_PER","Q","1998-Q3",4928.285,
"ITA","EMPINDUS","MFG","THND_PER","Q","1998-Q4",4938.529,
"ITA","EMPINDUS","MFG","THND_PER","Q","1999-Q1",4942.731,
"ITA","EMPINDUS","MFG","THND_PER","Q","1999-Q2",4929.669,
"ITA","EMPINDUS","MFG","THND_PER","Q","1999-Q3",4918.291,
"ITA","EMPINDUS","MFG","THND_PER","Q","1999-Q4",4922.709,
"ITA","EMPINDUS","MFG","THND_PER","Q","2000-Q1",4889.961,
"ITA","EMPINDUS","MFG","THND_PER","Q","2000-Q2",4897.587,
"ITA","EMPINDUS","MFG","THND_PER","Q","2000-Q3",4945.503,
"ITA","EMPINDUS","MFG","THND_PER","Q","2000-Q4",4938.148,
"ITA","EMPINDUS","MFG","THND_PER","Q","2001-Q1",4939.122,
"ITA","EMPINDUS","MFG","THND_PER","Q","2001-Q2",4908.41,
"ITA","EMPINDUS","MFG","THND_PER","Q","2001-Q3",4882.47,
"ITA","EMPINDUS","MFG","THND_PER","Q","2001-Q4",4896.798,
"ITA","EMPINDUS","MFG","THND_PER","Q","2002-Q1",4925.414,
"ITA","EMPINDUS","MFG","THND_PER","Q","2002-Q2",4960.828,
"ITA","EMPINDUS","MFG","THND_PER","Q","2002-Q3",4989.231,
"ITA","EMPINDUS","MFG","THND_PER","Q","2002-Q4",4972.628,
"ITA","EMPINDUS","MFG","THND_PER","Q","2003-Q1",5014.205,
"ITA","EMPINDUS","MFG","THND_PER","Q","2003-Q2",4972.331,
"ITA","EMPINDUS","MFG","THND_PER","Q","2003-Q3",4993.215,
"ITA","EMPINDUS","MFG","THND_PER","Q","2003-Q4",4981.248,
"ITA","EMPINDUS","MFG","THND_PER","Q","2004-Q1",4852.951,
"ITA","EMPINDUS","MFG","THND_PER","Q","2004-Q2",4901.384,
"ITA","EMPINDUS","MFG","THND_PER","Q","2004-Q3",4803.366,
"ITA","EMPINDUS","MFG","THND_PER","Q","2004-Q4",4824.898,
"ITA","EMPINDUS","MFG","THND_PER","Q","2005-Q1",4835.814,
"ITA","EMPINDUS","MFG","THND_PER","Q","2005-Q2",4802.649,
"ITA","EMPINDUS","MFG","THND_PER","Q","2005-Q3",4829.466,
"ITA","EMPINDUS","MFG","THND_PER","Q","2005-Q4",4830.369,
"ITA","EMPINDUS","MFG","THND_PER","Q","2006-Q1",4812.947,
"ITA","EMPINDUS","MFG","THND_PER","Q","2006-Q2",4807.729,
"ITA","EMPINDUS","MFG","THND_PER","Q","2006-Q3",4842.99,
"ITA","EMPINDUS","MFG","THND_PER","Q","2006-Q4",4838.535,
"ITA","EMPINDUS","MFG","THND_PER","Q","2007-Q1",4860.4,
"ITA","EMPINDUS","MFG","THND_PER","Q","2007-Q2",4885.454,
"ITA","EMPINDUS","MFG","THND_PER","Q","2007-Q3",4871.109,
"ITA","EMPINDUS","MFG","THND_PER","Q","2007-Q4",4862.337,
"ITA","EMPINDUS","MFG","THND_PER","Q","2008-Q1",4596.11,
"ITA","EMPINDUS","MFG","THND_PER","Q","2008-Q2",4615.357,
"ITA","EMPINDUS","MFG","THND_PER","Q","2008-Q3",4613.609,
"ITA","EMPINDUS","MFG","THND_PER","Q","2008-Q4",4565.524,
"ITA","EMPINDUS","MFG","THND_PER","Q","2009-Q1",4497.692,
"ITA","EMPINDUS","MFG","THND_PER","Q","2009-Q2",4421.515,
